symbol,方向,進場時間,進場價,出場時間,出場價,出場原因,毛損益%,淨損益%,鎖定high,鎖定low
2337,多,2025-01-03 09:05:00,19.9,2025-01-03 10:05:00,19.55,移動停利,-1.759,-1.98,19.6,19.5
2337,多,2025-01-06 09:05:00,19.9,2025-01-06 13:25:00,20.1,收盤平倉,1.005,0.784,19.65,19.55
2337,多,2025-01-07 09:05:00,20.6,2025-01-07 09:35:00,20.19,移動停利,-1.99,-2.212,20.15,20.05
2337,多,2025-01-08 12:10:00,19.7,2025-01-08 13:25:00,19.5,收盤平倉,-1.015,-1.236,19.65,19.45
2337,多,2025-01-10 09:25:00,18.55,2025-01-10 10:05:00,18.3,EXIT,-1.348,-1.569,18.5,18.35
2337,多,2025-01-13 12:35:00,17.85,2025-01-13 13:25:00,17.75,收盤平倉,-0.56,-0.781,17.8,17.65
2337,多,2025-01-14 11:15:00,18.15,2025-01-14 13:25:00,18.2,收盤平倉,0.275,0.054,18.05,17.7
2337,多,2025-01-16 09:05:00,18.15,2025-01-16 13:25:00,18.35,收盤平倉,1.102,0.881,18.15,17.9
2337,多,2025-01-17 09:05:00,18.7,2025-01-17 13:25:00,18.95,收盤平倉,1.337,1.116,18.35,18.3
2337,多,2025-01-20 09:05:00,19.15,2025-01-20 13:25:00,19.5,收盤平倉,1.828,1.606,19.1,18.85
2337,多,2025-01-21 09:05:00,19.85,2025-01-21 09:50:00,19.7,移動停利,-0.756,-0.977,19.65,19.35
2337,多,2025-01-22 09:55:00,19.25,2025-01-22 10:50:00,19.05,EXIT,-1.039,-1.26,19.25,19.1
2337,多,2025-02-03 11:20:00,18.75,2025-02-03 13:25:00,18.75,收盤平倉,0.0,-0.221,18.75,18.6
2337,多,2025-02-04 12:55:00,18.65,2025-02-04 13:25:00,18.55,收盤平倉,-0.536,-0.757,18.6,18.4
2337,多,2025-02-05 09:05:00,18.95,2025-02-05 13:25:00,18.85,收盤平倉,-0.528,-0.749,18.65,18.4
2337,多,2025-02-06 09:05:00,18.95,2025-02-06 09:50:00,19.01,移動停利,0.317,0.095,18.8,18.7
2337,多,2025-02-07 09:05:00,19.55,2025-02-07 13:25:00,19.6,收盤平倉,0.256,0.035,19.45,19.1
2337,多,2025-02-10 09:10:00,19.65,2025-02-10 09:45:00,19.4,移動停利,-1.272,-1.494,19.6,19.55
2337,多,2025-02-11 09:05:00,19.65,2025-02-11 09:25:00,19.4,EXIT,-1.272,-1.494,19.65,19.45
2337,多,2025-02-12 09:05:00,19.4,2025-02-12 13:25:00,19.5,收盤平倉,0.515,0.294,19.3,19.25
2337,多,2025-02-13 09:05:00,19.85,2025-02-13 09:15:00,20.14,移動停利,1.461,1.24,19.55,19.5
2337,多,2025-02-14 10:30:00,20.65,2025-02-14 10:55:00,20.82,移動停利,0.823,0.602,20.55,19.9
2337,多,2025-02-17 09:55:00,21.0,2025-02-17 13:25:00,21.2,收盤平倉,0.952,0.731,21.0,20.4
2337,多,2025-02-18 09:20:00,21.35,2025-02-18 09:55:00,21.51,移動停利,0.749,0.528,21.2,21.05
2337,多,2025-02-19 09:05:00,22.7,2025-02-19 09:15:00,22.59,移動停利,-0.485,-0.706,22.5,22.1
2337,多,2025-02-20 11:10:00,22.3,2025-02-20 13:25:00,22.4,收盤平倉,0.448,0.227,22.25,21.85
2337,多,2025-02-21 10:55:00,21.95,2025-02-21 12:00:00,21.8,移動停利,-0.683,-0.905,21.95,21.7
2337,多,2025-02-24 09:05:00,22.1,2025-02-24 12:30:00,21.75,EXIT,-1.584,-1.805,22.0,21.8
2337,多,2025-02-25 10:35:00,21.65,2025-02-25 12:30:00,22.34,移動停利,3.187,2.966,21.55,21.25
2337,多,2025-02-26 09:35:00,23.1,2025-02-26 09:55:00,22.69,移動停利,-1.775,-1.996,22.8,22.05
2337,多,2025-02-27 13:20:00,22.0,2025-02-27 13:25:00,21.95,收盤平倉,-0.227,-0.449,22.0,21.8
2337,多,2025-03-03 11:50:00,21.7,2025-03-03 13:25:00,21.6,收盤平倉,-0.461,-0.682,21.6,21.35
2337,多,2025-03-04 12:25:00,21.0,2025-03-04 13:25:00,21.05,收盤平倉,0.238,0.017,21.0,20.75
2337,多,2025-03-05 10:40:00,21.15,2025-03-05 13:25:00,21.05,收盤平倉,-0.473,-0.694,21.15,20.75
2337,多,2025-03-06 13:10:00,20.95,2025-03-06 13:25:00,20.85,收盤平倉,-0.477,-0.699,20.95,20.8
2337,多,2025-03-07 09:10:00,21.1,2025-03-07 13:10:00,21.36,移動停利,1.232,1.011,20.95,20.65
2337,多,2025-03-10 09:05:00,21.7,2025-03-10 13:05:00,21.61,移動停利,-0.415,-0.636,21.7,21.35
2337,多,2025-03-11 11:15:00,21.25,2025-03-11 13:25:00,21.5,收盤平倉,1.176,0.955,21.25,20.9
2337,多,2025-03-12 09:25:00,21.4,2025-03-12 10:05:00,22.05,移動停利,3.037,2.816,21.35,21.15
2337,多,2025-03-13 09:05:00,22.15,2025-03-13 10:30:00,21.85,移動停利,-1.354,-1.576,22.1,21.9
2337,多,2025-03-14 11:05:00,21.3,2025-03-14 12:40:00,21.46,移動停利,0.751,0.53,21.25,20.95
2337,多,2025-03-17 09:05:00,22.25,2025-03-17 09:50:00,21.9,移動停利,-1.573,-1.794,21.95,21.4
2337,多,2025-03-18 09:05:00,22.65,2025-03-18 09:10:00,23.03,移動停利,1.678,1.456,22.45,21.9
2337,多,2025-03-19 09:30:00,22.4,2025-03-19 09:55:00,22.05,移動停利,-1.562,-1.784,22.35,22.0
2337,多,2025-03-20 09:05:00,21.95,2025-03-20 13:25:00,22.1,收盤平倉,0.683,0.462,21.9,21.6
